subscription_key,customer_key,term_type,opened_date,register_quantity,register_status,register_status_date
S00469,C00426,monthly,2026-05-23,18,active,2026-05-23
S00470,C00427,monthly,2025-03-05,4,active,2025-03-05
S00471,C00428,monthly,2026-05-19,7,active,2026-05-19
S00472,C00428,annual,2026-06-29,19,active,2026-06-29
S00473,C00429,monthly,2026-03-28,2,active,2026-03-28
S00474,C00430,annual,2025-05-30,6,active,2025-05-30
S00475,C00431,annual,2024-09-14,36,active,2024-09-14
S00476,C00432,annual,2025-12-05,19,active,2025-12-05
S00477,C00432,monthly,2026-06-20,12,active,2026-06-20
S00478,C00433,annual,2025-10-08,2,active,2025-10-08
S00479,C00434,annual,2025-08-01,26,active,2025-08-01
S00480,C00435,monthly,2025-10-06,49,active,2025-10-06
S00481,C00436,monthly,2025-01-18,3,active,2025-01-18
S00482,C00437,annual,2025-10-28,16,active,2025-10-28
S00483,C00438,monthly,2025-05-24,21,active,2025-05-24
S00484,C00439,annual,2024-11-04,0,cancelled,2026-04-15
S00485,C00440,monthly,2024-08-17,13,active,2024-08-17
S00486,C00441,annual,2024-10-07,4,active,2024-10-07
S00487,C00441,monthly,2026-02-19,13,active,2026-02-19
S00488,C00442,monthly,2024-09-11,4,active,2024-09-11
S00489,C00443,annual,2025-08-05,0,cancelled,2025-12-19
S00490,C00444,monthly,2024-08-16,1,active,2024-08-16
S00491,C00445,monthly,2026-01-17,6,active,2026-01-17
S00492,C00446,monthly,2025-02-01,4,active,2025-02-01
S00493,C00446,monthly,2025-07-12,2,active,2025-07-12
S00494,C00447,annual,2025-02-02,11,active,2025-02-02
S00495,C00447,annual,2026-03-30,7,active,2026-03-30
S00496,C00448,annual,2025-03-21,8,active,2025-03-21
S00497,C00448,monthly,2026-03-16,1,active,2026-03-16
S00498,C00449,annual,2025-10-31,18,active,2025-10-31
S00499,C00450,annual,2025-10-05,12,active,2025-10-05
S00500,C00451,annual,2025-01-03,3,active,2025-01-03
S00501,C00452,annual,2025-03-18,15,active,2025-03-18
S00502,C00453,annual,2025-06-22,19,active,2025-06-22
S00503,C00454,monthly,2024-11-10,4,active,2024-11-10
S00504,C00455,annual,2026-05-20,16,active,2026-05-20
S00505,C00456,annual,2025-09-02,4,active,2025-09-02
S00506,C00457,annual,2026-04-29,29,active,2026-04-29
S00507,C00458,annual,2026-03-16,8,active,2026-03-16
S00508,C00459,monthly,2024-12-04,4,active,2024-12-04
S00509,C00460,annual,2025-02-03,3,active,2025-02-03
S00510,C00461,monthly,2026-01-13,1,active,2026-01-13
S00511,C00462,annual,2025-01-13,10,active,2025-01-13
S00512,C00463,annual,2026-04-21,3,active,2026-04-21
S00513,C00464,monthly,2024-09-06,239,active,2024-09-06
S00514,C00465,annual,2026-06-17,5,active,2026-06-17
S00515,C00466,annual,2025-03-30,2,active,2025-03-30
S00516,C00467,annual,2026-02-21,350,active,2026-02-21
S00517,C00468,monthly,2025-12-06,25,active,2025-12-06
S00518,C00469,annual,2026-01-25,2,active,2026-01-25
S00519,C00470,annual,2025-04-04,45,active,2025-04-04
S00520,C00470,annual,2026-05-18,15,active,2026-05-18
S00521,C00471,monthly,2025-02-20,14,active,2025-02-20
S00522,C00472,annual,2025-05-29,2,active,2025-05-29
S00523,C00473,monthly,2024-12-20,1,active,2024-12-20
S00524,C00474,annual,2024-07-24,0,cancelled,2026-04-04
S00525,C00475,monthly,2025-09-21,17,active,2025-09-21
S00526,C00476,annual,2026-04-24,14,active,2026-04-24
S00527,C00477,annual,2024-08-09,5,active,2024-08-09
S00528,C00478,monthly,2025-03-10,7,active,2025-03-10
S00529,C00479,annual,2025-09-23,8,active,2025-09-23
S00530,C00480,annual,2025-04-24,8,active,2025-04-24
S00531,C00481,monthly,2025-12-23,4,active,2025-12-23
S00532,C00482,annual,2024-08-15,10,active,2024-08-15
S00533,C00483,annual,2024-12-23,1,active,2024-12-23
S00534,C00484,annual,2025-10-17,6,active,2025-10-17
S00535,C00485,annual,2025-01-23,3,active,2025-01-23
S00536,C00486,monthly,2025-12-06,4,active,2025-12-06
S00537,C00487,annual,2026-03-10,10,active,2026-03-10
S00538,C00488,annual,2026-02-18,16,active,2026-02-18
S00539,C00489,annual,2025-04-06,17,active,2025-04-06
S00540,C00490,monthly,2025-06-06,10,active,2025-06-06
S00541,C00491,annual,2024-08-27,334,active,2024-08-27
S00542,C00492,annual,2026-03-02,23,active,2026-03-02
S00543,C00493,annual,2025-11-21,3,active,2025-11-21
S00544,C00494,annual,2025-03-20,195,active,2025-03-20
S00545,C00495,monthly,2025-02-15,5,active,2025-02-15
S00546,C00496,monthly,2026-03-09,8,active,2026-03-09
S00547,C00497,monthly,2025-09-02,2,active,2025-09-02
S00548,C00498,annual,2024-12-27,39,active,2024-12-27
S00549,C00498,annual,2025-10-24,1,active,2025-10-24
S00550,C00499,annual,2025-03-17,0,cancelled,2025-05-12
S00551,C00500,monthly,2024-07-22,16,active,2024-07-22
S00552,C00501,monthly,2024-10-30,6,active,2024-10-30
S00553,C00502,annual,2026-05-04,3,active,2026-05-04
S00554,C00502,annual,2026-06-23,3,active,2026-06-23
S00555,C00503,annual,2025-04-20,69,active,2025-04-20
S00556,C00504,monthly,2025-05-04,2,active,2025-05-04
S00557,C00505,annual,2025-07-06,6,active,2025-07-06
S00558,C00506,annual,2026-04-19,65,active,2026-04-19
S00559,C00507,monthly,2024-12-19,6,active,2024-12-19
S00560,C00508,annual,2024-11-20,8,active,2024-11-20
S00561,C00509,monthly,2025-05-09,0,cancelled,2026-06-04
S00562,C00510,monthly,2025-10-18,1,active,2025-10-18
S00563,C00511,annual,2026-06-09,308,active,2026-06-09
S00564,C00512,monthly,2025-08-11,92,active,2025-08-11
S00565,C00513,annual,2026-02-28,14,active,2026-02-28
S00566,C00514,monthly,2025-09-13,2,active,2025-09-13
S00567,C00515,annual,2026-02-24,1,active,2026-02-24
S00568,C00516,annual,2024-10-11,4,active,2024-10-11
S00569,C00517,annual,2024-12-01,38,active,2024-12-01
S00570,C00518,monthly,2025-11-18,20,active,2025-11-18
S00571,C00519,monthly,2026-02-08,10,active,2026-02-08
S00572,C00520,annual,2025-07-11,10,active,2025-07-11
S00573,C00521,annual,2026-03-28,0,cancelled,2026-03-29
S00574,C00522,annual,2025-06-06,3,active,2025-06-06
S00575,C00523,monthly,2025-02-15,5,active,2025-02-15
S00576,C00524,monthly,2024-11-02,0,cancelled,2024-11-10
S00577,C00525,annual,2025-08-12,7,active,2025-08-12
S00578,C00526,monthly,2025-08-13,0,cancelled,2025-08-14
S00579,C00527,annual,2026-03-11,3,active,2026-03-11
S00580,C00527,monthly,2026-06-20,6,active,2026-06-20
S00581,C00528,monthly,2025-06-23,2,active,2025-06-23
S00582,C00529,annual,2026-05-15,9,active,2026-05-15
S00583,C00530,monthly,2025-03-24,8,active,2025-03-24
S00584,C00531,monthly,2026-05-26,5,active,2026-05-26
S00585,C00532,annual,2026-01-25,8,active,2026-01-25
S00586,C00532,monthly,2026-03-15,0,cancelled,2026-05-02
S00587,C00533,annual,2024-07-21,0,cancelled,2024-08-03
S00588,C00534,annual,2026-01-19,1,active,2026-01-19
S00589,C00535,annual,2025-05-06,0,cancelled,2025-11-29
S00590,C00536,monthly,2025-12-28,5,active,2025-12-28
S00591,C00537,annual,2025-03-11,2,active,2025-03-11
S00592,C00538,annual,2025-03-29,9,active,2025-03-29
S00593,C00539,annual,2025-02-21,17,active,2025-02-21
S00594,C00540,annual,2026-01-01,9,active,2026-01-01
S00595,C00541,annual,2025-01-20,0,cancelled,2026-05-21
S00596,C00542,annual,2025-01-21,8,active,2025-01-21
S00597,C00543,annual,2025-04-20,9,active,2025-04-20
S00598,C00544,annual,2026-06-10,41,active,2026-06-10
S00599,C00545,monthly,2026-03-04,370,active,2026-03-04
S00600,C00546,annual,2024-11-10,7,active,2024-11-10
S00601,C00547,annual,2024-12-31,3,active,2024-12-31
S00602,C00548,annual,2026-05-07,17,active,2026-05-07
S00603,C00549,monthly,2026-04-25,3,active,2026-04-25
S00604,C00550,annual,2024-07-28,10,active,2024-07-28
S00605,C00551,annual,2026-03-10,14,active,2026-03-10
S00606,C00552,annual,2025-02-04,56,active,2025-02-04
S00607,C00553,annual,2026-04-29,4,active,2026-04-29
S00608,C00554,annual,2026-04-29,7,active,2026-04-29
S00609,C00555,monthly,2025-04-12,0,cancelled,2026-06-04
S00610,C00555,monthly,2025-07-25,1,active,2025-07-25
S00611,C00556,annual,2025-11-22,9,active,2025-11-22
S00612,C00556,annual,2026-02-19,2,active,2026-02-19
S00613,C00557,annual,2026-05-13,104,active,2026-05-13
S00614,C00558,monthly,2024-11-24,3,active,2024-11-24
S00615,C00559,monthly,2026-05-05,6,active,2026-05-05
S00616,C00560,monthly,2025-11-29,2,active,2025-11-29
S00617,C00561,monthly,2026-02-04,5,active,2026-02-04
S00618,C00562,monthly,2025-12-30,218,active,2025-12-30
S00619,C00563,annual,2025-07-21,8,active,2025-07-21
S00620,C00564,monthly,2026-05-03,2,active,2026-05-03
S00621,C00565,monthly,2025-02-18,0,cancelled,2026-05-23
S00622,C00566,monthly,2025-07-19,1,active,2025-07-19
S00623,C00567,annual,2025-03-26,20,active,2025-03-26
S00624,C00568,monthly,2025-04-09,12,active,2025-04-09
S00625,C00569,annual,2025-07-08,3,active,2025-07-08
S00626,C00570,monthly,2025-05-25,106,active,2025-05-25
S00627,C00571,annual,2024-11-23,5,active,2024-11-23
S00628,C00572,annual,2025-10-01,12,active,2025-10-01
S00629,C00573,annual,2025-03-24,7,active,2025-03-24
S00630,C00574,annual,2026-06-02,9,active,2026-06-02
S00631,C00575,annual,2025-06-25,11,active,2025-06-25
S00632,C00576,annual,2026-02-08,12,active,2026-02-08
S00633,C00577,annual,2026-04-18,5,active,2026-04-18
S00634,C00578,monthly,2025-05-01,11,active,2025-05-01
S00635,C00579,annual,2024-09-11,6,active,2024-09-11
S00636,C00580,monthly,2025-12-30,1,active,2025-12-30
S00637,C00581,annual,2025-05-19,10,active,2025-05-19
S00638,C00582,annual,2025-10-06,3,active,2025-10-06
S00639,C00583,annual,2024-08-10,0,cancelled,2025-07-06
S00640,C00584,annual,2024-11-05,2,active,2024-11-05
S00641,C00584,monthly,2026-03-28,2,active,2026-03-28
S00642,C00585,annual,2024-07-03,4,active,2024-07-03
S00643,C00586,annual,2025-02-02,3,active,2025-02-02
S00644,C00587,monthly,2024-07-19,1,active,2024-07-19
S00645,C00587,monthly,2026-02-04,5,active,2026-02-04
S00646,C00588,annual,2025-03-22,34,active,2025-03-22
S00647,C00589,annual,2025-09-13,6,active,2025-09-13
S00648,C00590,monthly,2026-01-16,19,active,2026-01-16
S00649,C00591,monthly,2025-11-30,7,active,2025-11-30
S00650,C00592,annual,2025-04-01,4,active,2025-04-01
S00651,C00593,monthly,2025-10-30,239,active,2025-10-30
S00652,C00594,annual,2025-07-29,2,active,2025-07-29
S00653,C00595,annual,2026-02-09,10,active,2026-02-09
S00654,C00596,annual,2024-12-07,29,active,2024-12-07
S00655,C00597,monthly,2025-07-14,19,active,2025-07-14
S00656,C00598,monthly,2026-03-09,56,active,2026-03-09
S00657,C00598,annual,2026-04-15,8,active,2026-04-15
S00658,C00599,annual,2025-12-24,5,active,2025-12-24
S00659,C00600,monthly,2025-06-10,10,active,2025-06-10
S00660,C00601,annual,2024-10-16,11,active,2024-10-16
S00661,C00602,annual,2025-01-14,7,active,2025-01-14
S00662,C00603,annual,2025-01-02,11,active,2025-01-02
S00663,C00604,monthly,2026-04-18,4,active,2026-04-18
S00664,C00605,annual,2026-04-10,41,active,2026-04-10
S00665,C00606,annual,2025-06-14,11,active,2025-06-14
S00666,C00607,annual,2025-07-04,7,active,2025-07-04
S00667,C00608,monthly,2025-08-12,7,active,2025-08-12
S00668,C00609,annual,2024-07-27,0,cancelled,2025-01-04
S00669,C00610,monthly,2025-05-09,6,active,2025-05-09
S00670,C00611,annual,2026-04-08,16,active,2026-04-08
S00671,C00612,annual,2024-08-09,7,active,2024-08-09
S00672,C00613,annual,2025-01-04,6,active,2025-01-04
S00673,C00614,annual,2025-04-10,183,active,2025-04-10
S00674,C00615,annual,2025-07-04,2,active,2025-07-04
S00675,C00616,annual,2026-04-15,6,active,2026-04-15
S00676,C00616,annual,2026-06-07,4,active,2026-06-07
S00677,C00617,monthly,2025-10-25,18,active,2025-10-25
S00678,C00618,annual,2026-04-11,2,active,2026-04-11
S00679,C00619,annual,2025-02-15,15,active,2025-02-15
S00680,C00620,annual,2026-02-13,23,active,2026-02-13
S00681,C00621,annual,2024-07-19,33,active,2024-07-19
S00682,C00622,annual,2024-07-27,16,active,2024-07-27
S00683,C00623,annual,2024-10-24,3,active,2024-10-24
S00684,C00623,monthly,2025-01-20,10,active,2025-01-20
S00685,C00624,annual,2026-04-20,18,active,2026-04-20
S00686,C00625,annual,2024-12-29,2,active,2024-12-29
S00687,C00626,annual,2024-12-22,7,active,2024-12-22
S00688,C00627,monthly,2024-09-11,21,active,2024-09-11
S00689,C00628,annual,2025-09-09,21,active,2025-09-09
S00690,C00629,monthly,2024-12-02,16,active,2024-12-02
S00691,C00630,annual,2025-05-23,6,active,2025-05-23
S00692,C00631,annual,2026-01-09,11,active,2026-01-09
S00693,C00632,monthly,2024-12-07,7,active,2024-12-07
S00694,C00633,monthly,2026-06-25,27,active,2026-06-25
S00695,C00634,monthly,2025-12-19,3,active,2025-12-19
S00696,C00635,annual,2025-12-09,8,active,2025-12-09
S00697,C00636,monthly,2025-06-06,21,active,2025-06-06
S00698,C00637,annual,2025-09-05,42,active,2025-09-05
S00699,C00638,annual,2025-12-10,26,active,2025-12-10
S00700,C00638,annual,2026-01-15,1,active,2026-01-15
S00701,C00639,monthly,2026-05-23,3,active,2026-05-23
S00702,C00640,monthly,2025-01-13,35,active,2025-01-13
S00703,C00641,annual,2025-04-07,28,active,2025-04-07
S00704,C00641,annual,2025-06-26,0,cancelled,2026-05-02
S00705,C00642,annual,2025-11-16,222,active,2025-11-16
S00706,C00643,annual,2024-09-24,1,active,2024-09-24
S00707,C00644,annual,2026-04-01,6,active,2026-04-01
S00708,C00645,annual,2025-01-02,2,active,2025-01-02
S00709,C00646,annual,2024-11-28,0,cancelled,2025-12-10
S00710,C00647,annual,2025-05-29,0,cancelled,2025-10-07
S00711,C00648,annual,2026-01-11,1,active,2026-01-11
S00712,C00649,annual,2025-09-20,27,active,2025-09-20
S00713,C00650,monthly,2025-04-05,23,active,2025-04-05
S00714,C00651,annual,2025-07-29,10,active,2025-07-29
S00715,C00652,annual,2025-09-08,16,active,2025-09-08
S00716,C00653,annual,2024-12-19,3,active,2024-12-19
S00717,C00654,monthly,2025-04-21,0,cancelled,2025-10-19
S00718,C00655,annual,2026-06-10,87,active,2026-06-10
S00719,C00656,annual,2024-12-09,2,active,2024-12-09
S00720,C00657,monthly,2026-06-05,4,active,2026-06-05
S00721,C00658,monthly,2025-04-01,7,active,2025-04-01
S00722,C00659,annual,2025-08-21,30,active,2025-08-21
S00723,C00660,monthly,2024-12-23,6,active,2024-12-23
S00724,C00661,monthly,2025-10-17,15,active,2025-10-17
S00725,C00662,annual,2026-01-22,17,active,2026-01-22
S00726,C00663,annual,2025-04-12,24,active,2025-04-12
S00727,C00663,annual,2026-05-15,1,active,2026-05-15
S00728,C00664,annual,2025-03-24,2,active,2025-03-24
S00729,C00664,annual,2026-05-06,13,active,2026-05-06
S00730,C00665,annual,2025-08-03,13,active,2025-08-03
S00731,C00666,annual,2026-05-12,32,active,2026-05-12
S00732,C00667,monthly,2026-05-25,6,active,2026-05-25
S00733,C00668,annual,2024-12-25,10,active,2024-12-25
S00734,C00669,monthly,2025-12-19,13,active,2025-12-19
S00735,C00670,monthly,2025-07-06,7,active,2025-07-06
S00736,C00671,annual,2024-08-12,3,active,2024-08-12
S00737,C00672,annual,2025-06-06,0,cancelled,2025-11-26
S00738,C00672,annual,2026-05-31,2,active,2026-05-31
S00739,C00673,monthly,2025-12-24,19,active,2025-12-24
S00740,C00674,annual,2025-04-19,13,active,2025-04-19
S00741,C00675,annual,2025-05-21,19,active,2025-05-21
S00742,C00676,monthly,2025-12-19,11,active,2025-12-19
S00743,C00677,annual,2024-10-07,11,active,2024-10-07
S00744,C00678,annual,2026-06-26,3,active,2026-06-26
S00745,C00679,monthly,2025-08-12,7,active,2025-08-12
S00746,C00680,annual,2026-03-19,7,active,2026-03-19
S00747,C00681,monthly,2024-07-23,18,active,2024-07-23
S00748,C00682,monthly,2025-07-20,25,active,2025-07-20
S00749,C00683,monthly,2024-10-20,3,active,2024-10-20
S00750,C00684,monthly,2026-05-06,6,active,2026-05-06
S00751,C00685,annual,2025-01-25,7,active,2025-01-25
S00752,C00686,monthly,2024-12-24,2,active,2024-12-24
S00753,C00686,annual,2026-03-07,7,active,2026-03-07
S00754,C00687,annual,2025-02-03,14,active,2025-02-03
S00755,C00688,monthly,2026-03-18,4,active,2026-03-18
S00756,C00689,monthly,2025-11-02,14,active,2025-11-02
S00757,C00690,annual,2025-11-06,9,active,2025-11-06
S00758,C00691,annual,2025-12-25,0,cancelled,2026-05-26
S00759,C00692,annual,2026-02-06,3,active,2026-02-06
S00760,C00693,annual,2024-09-12,4,active,2024-09-12
S00761,C00694,annual,2025-06-19,23,active,2025-06-19
S00762,C00695,monthly,2025-06-17,18,active,2025-06-17
S00763,C00696,monthly,2025-03-04,160,active,2025-03-04
S00764,C00697,annual,2024-09-04,2,active,2024-09-04
S00765,C00698,monthly,2024-09-06,2,active,2024-09-06
S00766,C00699,annual,2025-04-05,0,cancelled,2026-03-12
S00767,C00700,annual,2026-01-26,39,active,2026-01-26
S00768,C00701,annual,2025-11-19,22,active,2025-11-19
S00769,C00702,monthly,2026-04-12,3,active,2026-04-12
S00770,C00703,annual,2025-05-29,0,cancelled,2025-11-10
S00771,C00704,annual,2026-04-17,26,active,2026-04-17
S00772,C00704,monthly,2026-06-15,6,active,2026-06-15
S00773,C00705,annual,2026-02-22,9,active,2026-02-22
S00774,C00706,monthly,2024-12-02,0,cancelled,2025-11-27
S00775,C00707,annual,2025-11-13,239,active,2025-11-13
S00776,C00708,monthly,2024-11-11,0,cancelled,2025-04-04
S00777,C00709,monthly,2026-06-01,19,active,2026-06-01
S00778,C00710,monthly,2024-11-01,5,active,2024-11-01
S00779,C00711,monthly,2026-01-11,24,active,2026-01-11
S00780,C00712,annual,2025-10-12,8,active,2025-10-12
S00781,C00713,annual,2024-12-29,0,cancelled,2026-05-04
S00782,C00714,monthly,2025-07-10,34,active,2025-07-10
S00783,C00715,monthly,2026-02-14,16,active,2026-02-14
S00784,C00716,annual,2024-09-30,0,cancelled,2025-09-21
S00785,C00717,annual,2025-07-15,0,cancelled,2026-04-10
S00786,C00718,monthly,2024-11-30,4,active,2024-11-30
S00787,C00719,annual,2025-06-27,13,active,2025-06-27
S00788,C00720,annual,2026-01-11,11,active,2026-01-11
S00789,C00721,monthly,2024-12-02,0,cancelled,2026-05-27
S00790,C00722,annual,2026-02-20,2,active,2026-02-20
S00791,C00723,monthly,2026-01-30,28,active,2026-01-30
S00792,C00724,monthly,2026-04-16,11,active,2026-04-16
S00793,C00725,annual,2024-07-28,13,active,2024-07-28
S00794,C00726,annual,2026-01-20,5,active,2026-01-20
S00795,C00727,monthly,2024-08-02,3,active,2024-08-02
S00796,C00728,annual,2025-06-26,9,active,2025-06-26
S00797,C00729,annual,2026-05-30,9,active,2026-05-30
S00798,C00730,monthly,2024-07-06,5,active,2024-07-06
S00799,C00730,annual,2024-09-01,8,active,2024-09-01
S00800,C00731,annual,2025-02-07,5,active,2025-02-07
S00801,C00731,monthly,2025-08-27,33,active,2025-08-27
S00802,C00732,monthly,2025-10-19,0,cancelled,2026-04-29
S00803,C00733,annual,2025-05-11,99,active,2025-05-11
S00804,C00734,annual,2026-03-03,4,active,2026-03-03
S00805,C00734,annual,2026-04-06,9,active,2026-04-06
S00806,C00735,monthly,2024-12-06,38,active,2024-12-06
S00807,C00736,annual,2025-10-01,4,active,2025-10-01
S00808,C00737,annual,2026-01-14,24,active,2026-01-14
S00809,C00738,annual,2025-11-18,8,active,2025-11-18
S00810,C00738,monthly,2026-04-13,2,active,2026-04-13
S00811,C00739,annual,2025-08-03,8,active,2025-08-03
S00812,C00740,annual,2025-02-08,12,active,2025-02-08
S00813,C00741,annual,2025-05-20,9,active,2025-05-20
S00814,C00741,annual,2025-10-30,0,cancelled,2026-02-03
S00815,C00742,annual,2024-11-18,2,active,2024-11-18
S00816,C00743,monthly,2025-07-20,1,active,2025-07-20
S00817,C00744,monthly,2026-03-19,17,active,2026-03-19
S00818,C00745,annual,2024-07-29,6,active,2024-07-29
S00819,C00746,annual,2025-10-26,3,active,2025-10-26
S00820,C00747,annual,2026-02-24,2,active,2026-02-24
S00821,C00748,monthly,2024-11-09,6,active,2024-11-09
S00822,C00749,monthly,2024-09-28,0,cancelled,2025-11-21
S00823,C00750,monthly,2025-05-22,2,active,2025-05-22
S00824,C00750,monthly,2026-05-11,4,active,2026-05-11
S00825,C00751,monthly,2025-08-18,722,active,2025-08-18
S00826,C00752,annual,2025-08-29,9,active,2025-08-29
S00827,C00753,annual,2024-08-22,6,active,2024-08-22
S00828,C00754,annual,2025-06-22,120,active,2025-06-22
S00829,C00754,annual,2025-12-09,11,active,2025-12-09
S00830,C00755,monthly,2026-06-04,5,active,2026-06-04
S00831,C00756,annual,2024-09-10,0,cancelled,2025-06-14
S00832,C00757,annual,2025-04-19,4,active,2025-04-19
S00833,C00758,monthly,2024-10-09,59,active,2024-10-09
S00834,C00759,annual,2026-02-04,5,active,2026-02-04
S00835,C00760,monthly,2026-05-10,13,active,2026-05-10
S00836,C00761,annual,2026-04-10,31,active,2026-04-10
S00837,C00761,monthly,2026-06-29,1,active,2026-06-29
S00838,C00762,annual,2026-05-05,46,active,2026-05-05
S00839,C00763,annual,2025-03-20,2,active,2025-03-20
S00840,C00764,monthly,2025-06-27,4,active,2025-06-27
S00841,C00765,annual,2024-10-20,1,active,2024-10-20
S00842,C00766,annual,2026-01-03,20,active,2026-01-03
S00843,C00766,monthly,2026-03-13,9,active,2026-03-13
S00844,C00767,annual,2026-01-31,0,cancelled,2026-02-24
S00845,C00768,monthly,2025-04-13,0,cancelled,2025-11-17
