subscription_key,customer_key,partner_id,channel,term_type,opened_date,register_quantity,register_status,register_status_date,register_as_of_date
S00325,C00293,P1,partner,monthly,2025-07-30,10,active,2025-07-30,2026-06-30
S00326,C00294,P1,partner,monthly,2025-01-29,26,active,2025-01-29,2026-06-30
S00327,C00295,P1,partner,monthly,2025-02-14,2,active,2025-02-14,2026-06-30
S00328,C00296,P2,partner,annual,2024-07-28,25,active,2024-07-28,2026-06-30
S00329,C00297,P1,partner,annual,2025-07-11,0,cancelled,2025-12-10,2026-06-30
S00330,C00298,P1,partner,monthly,2025-08-05,4,active,2025-08-05,2026-06-30
S00331,C00299,P3,partner,monthly,2024-07-04,0,cancelled,2025-01-31,2026-06-30
S00332,C00300,P1,partner,annual,2025-01-10,3,active,2025-01-10,2026-06-30
S00333,C00301,P3,partner,monthly,2025-06-22,12,active,2025-06-22,2026-06-30
S00334,C00302,P1,partner,annual,2026-01-04,2,active,2026-01-04,2026-06-30
S00335,C00303,P1,partner,annual,2025-06-30,12,active,2025-06-30,2026-06-30
S00336,C00304,DIRECT,direct,annual,2024-11-03,129,active,2024-11-03,2026-06-30
S00337,C00305,P1,partner,annual,2026-06-18,3,active,2026-06-18,2026-06-30
S00338,C00306,DIRECT,direct,annual,2026-06-09,457,active,2026-06-09,2026-06-30
S00339,C00307,P1,partner,monthly,2025-03-13,5,active,2025-03-13,2026-06-30
S00340,C00308,P1,partner,monthly,2026-01-21,3,active,2026-01-21,2026-06-30
S00341,C00309,DIRECT,direct,annual,2025-05-15,75,active,2025-05-15,2026-06-30
S00342,C00310,P2,partner,annual,2025-06-27,7,active,2025-06-27,2026-06-30
S00343,C00311,P1,partner,monthly,2025-11-17,5,active,2025-11-17,2026-06-30
S00344,C00312,P2,partner,monthly,2025-12-22,11,active,2025-12-22,2026-06-30
S00345,C00313,P2,partner,monthly,2024-09-14,95,active,2024-09-14,2026-06-30
S00346,C00314,P1,partner,annual,2024-12-22,16,active,2024-12-22,2026-06-30
S00347,C00314,P1,partner,annual,2025-05-14,5,active,2025-05-14,2026-06-30
S00348,C00315,DIRECT,direct,annual,2024-07-25,256,active,2024-07-25,2026-06-30
S00349,C00316,P1,partner,monthly,2024-11-30,8,active,2024-11-30,2026-06-30
S00350,C00317,P1,partner,monthly,2026-02-23,4,active,2026-02-23,2026-06-30
S00351,C00318,P2,partner,annual,2025-06-09,17,active,2025-06-09,2026-06-30
S00352,C00319,P2,partner,annual,2025-08-12,8,active,2025-08-12,2026-06-30
S00353,C00320,P1,partner,annual,2026-03-22,4,active,2026-03-22,2026-06-30
S00354,C00321,P2,partner,annual,2025-11-06,0,cancelled,2026-06-28,2026-06-30
S00355,C00321,P2,partner,annual,2025-12-19,18,active,2025-12-19,2026-06-30
S00356,C00322,P1,partner,monthly,2025-08-25,41,active,2025-08-25,2026-06-30
S00357,C00323,P1,partner,annual,2026-02-05,8,active,2026-02-05,2026-06-30
S00358,C00324,P2,partner,annual,2025-06-19,1,active,2025-06-19,2026-06-30
S00359,C00325,P2,partner,monthly,2024-09-06,11,active,2024-09-06,2026-06-30
S00360,C00326,P1,partner,annual,2025-07-05,17,active,2025-07-05,2026-06-30
S00361,C00327,P1,partner,monthly,2024-10-28,0,cancelled,2025-01-14,2026-06-30
S00362,C00327,P1,partner,annual,2026-01-02,40,active,2026-01-02,2026-06-30
S00363,C00328,P1,partner,monthly,2025-10-24,13,active,2025-10-24,2026-06-30
S00364,C00329,P1,partner,annual,2025-10-06,0,cancelled,2026-05-02,2026-06-30
S00365,C00330,P3,partner,annual,2025-09-22,7,active,2025-09-22,2026-06-30
S00366,C00331,P3,partner,annual,2024-11-07,22,active,2024-11-07,2026-06-30
S00367,C00332,P1,partner,monthly,2026-03-29,4,active,2026-03-29,2026-06-30
S00368,C00333,P1,partner,annual,2025-07-09,52,active,2025-07-09,2026-06-30
S00369,C00334,P1,partner,annual,2025-04-12,0,cancelled,2025-04-27,2026-06-30
S00370,C00335,P1,partner,annual,2025-04-26,0,cancelled,2025-08-26,2026-06-30
S00371,C00336,P2,partner,monthly,2026-04-06,17,active,2026-04-06,2026-06-30
S00372,C00337,P2,partner,annual,2026-04-24,5,active,2026-04-24,2026-06-30
S00373,C00338,P2,partner,monthly,2026-02-13,13,active,2026-02-13,2026-06-30
S00374,C00339,P3,partner,monthly,2025-06-30,5,active,2025-06-30,2026-06-30
S00375,C00340,P2,partner,monthly,2025-11-15,0,cancelled,2026-04-18,2026-06-30
S00376,C00340,P2,partner,annual,2026-05-07,8,active,2026-05-07,2026-06-30
S00377,C00341,P3,partner,annual,2025-11-13,7,active,2025-11-13,2026-06-30
S00378,C00342,P1,partner,monthly,2024-07-19,0,cancelled,2025-04-25,2026-06-30
S00379,C00343,P1,partner,monthly,2026-03-20,3,active,2026-03-20,2026-06-30
S00380,C00344,P1,partner,monthly,2026-02-23,8,active,2026-02-23,2026-06-30
S00381,C00345,P1,partner,monthly,2025-05-03,10,active,2025-05-03,2026-06-30
S00382,C00346,P2,partner,monthly,2026-06-09,10,active,2026-06-09,2026-06-30
S00383,C00347,DIRECT,direct,annual,2025-04-07,152,active,2025-04-07,2026-06-30
S00384,C00348,P1,partner,annual,2024-09-14,4,active,2024-09-14,2026-06-30
S00385,C00349,P1,partner,annual,2024-09-25,3,active,2024-09-25,2026-06-30
S00386,C00350,P1,partner,annual,2025-09-09,19,active,2025-09-09,2026-06-30
S00387,C00351,P3,partner,monthly,2025-07-13,5,active,2025-07-13,2026-06-30
S00388,C00351,P3,partner,annual,2025-12-21,8,active,2025-12-21,2026-06-30
S00389,C00352,P2,partner,annual,2026-06-20,7,active,2026-06-20,2026-06-30
S00390,C00353,P1,partner,annual,2025-09-05,8,active,2025-09-05,2026-06-30
S00391,C00354,P2,partner,annual,2026-01-08,2,active,2026-01-08,2026-06-30
S00392,C00355,P3,partner,monthly,2025-10-30,3,active,2025-10-30,2026-06-30
S00393,C00356,P2,partner,monthly,2025-02-06,9,active,2025-02-06,2026-06-30
S00394,C00357,P1,partner,annual,2025-09-20,10,active,2025-09-20,2026-06-30
S00395,C00358,P2,partner,monthly,2025-05-21,7,active,2025-05-21,2026-06-30
S00396,C00359,P1,partner,annual,2024-09-11,23,active,2024-09-11,2026-06-30
S00397,C00360,DIRECT,direct,annual,2025-03-04,240,active,2025-03-04,2026-06-30
S00398,C00361,P1,partner,annual,2025-09-14,64,active,2025-09-14,2026-06-30
S00399,C00362,P1,partner,monthly,2025-03-18,11,active,2025-03-18,2026-06-30
S00400,C00363,P2,partner,annual,2024-12-25,1,active,2024-12-25,2026-06-30
S00401,C00364,P1,partner,annual,2024-07-12,19,active,2024-07-12,2026-06-30
S00402,C00365,P1,partner,annual,2025-03-12,11,active,2025-03-12,2026-06-30
S00403,C00366,P1,partner,monthly,2025-10-16,1,active,2025-10-16,2026-06-30
S00404,C00367,P1,partner,monthly,2024-07-15,30,active,2024-07-15,2026-06-30
S00405,C00368,P1,partner,annual,2025-03-05,6,active,2025-03-05,2026-06-30
S00406,C00369,P1,partner,monthly,2024-07-16,2,active,2024-07-16,2026-06-30
S00407,C00370,P1,partner,annual,2025-02-08,17,active,2025-02-08,2026-06-30
S00408,C00371,P2,partner,annual,2025-03-04,48,active,2025-03-04,2026-06-30
S00409,C00371,P2,partner,annual,2026-03-22,2,active,2026-03-22,2026-06-30
S00410,C00372,P1,partner,monthly,2025-10-18,36,active,2025-10-18,2026-06-30
S00411,C00373,DIRECT,direct,monthly,2025-01-12,862,active,2025-01-12,2026-06-30
S00412,C00374,P2,partner,monthly,2024-09-03,13,active,2024-09-03,2026-06-30
S00413,C00375,P1,partner,annual,2025-06-15,8,active,2025-06-15,2026-06-30
S00414,C00376,P2,partner,annual,2024-08-07,0,cancelled,2024-09-23,2026-06-30
S00415,C00377,P3,partner,annual,2026-06-26,30,active,2026-06-26,2026-06-30
S00416,C00378,P2,partner,monthly,2026-04-13,13,active,2026-04-13,2026-06-30
S00417,C00379,P1,partner,monthly,2025-02-09,13,active,2025-02-09,2026-06-30
S00418,C00380,P1,partner,annual,2024-08-19,4,active,2024-08-19,2026-06-30
S00419,C00380,P1,partner,annual,2025-11-10,15,active,2025-11-10,2026-06-30
S00420,C00381,P1,partner,monthly,2025-10-28,5,active,2025-10-28,2026-06-30
S00421,C00382,P2,partner,monthly,2026-04-02,3,active,2026-04-02,2026-06-30
S00422,C00383,P1,partner,annual,2026-03-05,17,active,2026-03-05,2026-06-30
S00423,C00384,P1,partner,monthly,2025-05-31,4,active,2025-05-31,2026-06-30
S00424,C00385,P2,partner,annual,2025-10-25,10,active,2025-10-25,2026-06-30
S00425,C00386,P3,partner,annual,2025-09-27,4,active,2025-09-27,2026-06-30
S00426,C00387,P1,partner,monthly,2025-10-17,11,active,2025-10-17,2026-06-30
S00427,C00388,P2,partner,monthly,2024-07-10,2,active,2024-07-10,2026-06-30
S00428,C00389,P2,partner,monthly,2025-10-20,11,active,2025-10-20,2026-06-30
S00429,C00390,P2,partner,annual,2025-04-15,8,active,2025-04-15,2026-06-30
S00430,C00391,P1,partner,monthly,2025-01-06,17,active,2025-01-06,2026-06-30
S00431,C00392,P3,partner,monthly,2025-02-02,0,cancelled,2025-05-06,2026-06-30
S00432,C00393,P2,partner,annual,2024-10-11,1,active,2024-10-11,2026-06-30
S00433,C00394,P2,partner,annual,2025-01-02,11,active,2025-01-02,2026-06-30
S00434,C00395,P2,partner,monthly,2025-08-27,0,cancelled,2025-12-13,2026-06-30
S00435,C00396,P3,partner,monthly,2026-03-21,11,active,2026-03-21,2026-06-30
S00436,C00397,P1,partner,annual,2024-11-26,56,active,2024-11-26,2026-06-30
S00437,C00398,P1,partner,monthly,2024-07-16,3,active,2024-07-16,2026-06-30
S00438,C00399,P1,partner,monthly,2025-05-14,5,active,2025-05-14,2026-06-30
S00439,C00400,P1,partner,annual,2025-09-11,6,active,2025-09-11,2026-06-30
S00440,C00401,P1,partner,monthly,2025-01-28,0,cancelled,2025-04-21,2026-06-30
S00441,C00402,P1,partner,monthly,2024-11-27,1,active,2024-11-27,2026-06-30
S00442,C00403,P1,partner,monthly,2025-03-29,10,active,2025-03-29,2026-06-30
S00443,C00404,P1,partner,monthly,2025-08-02,52,active,2025-08-02,2026-06-30
S00444,C00405,P1,partner,monthly,2025-12-15,13,active,2025-12-15,2026-06-30
S00445,C00405,P1,partner,annual,2026-03-23,7,active,2026-03-23,2026-06-30
S00446,C00406,P1,partner,annual,2025-03-30,21,active,2025-03-30,2026-06-30
S00447,C00407,P2,partner,annual,2026-01-21,3,active,2026-01-21,2026-06-30
S00448,C00408,P1,partner,monthly,2025-08-08,8,active,2025-08-08,2026-06-30
S00449,C00409,P1,partner,annual,2024-11-22,4,active,2024-11-22,2026-06-30
S00450,C00410,P1,partner,monthly,2025-01-09,21,active,2025-01-09,2026-06-30
S00451,C00411,P3,partner,monthly,2025-12-10,43,active,2025-12-10,2026-06-30
S00452,C00412,P1,partner,monthly,2025-05-02,0,cancelled,2025-12-31,2026-06-30
S00453,C00413,P2,partner,annual,2026-05-17,17,active,2026-05-17,2026-06-30
S00454,C00414,P1,partner,annual,2024-10-26,7,active,2024-10-26,2026-06-30
S00455,C00415,P3,partner,annual,2025-11-11,0,cancelled,2026-01-30,2026-06-30
S00456,C00416,P2,partner,annual,2024-09-28,3,active,2024-09-28,2026-06-30
S00457,C00417,P1,partner,annual,2025-06-15,12,active,2025-06-15,2026-06-30
S00458,C00418,P1,partner,monthly,2025-11-08,4,active,2025-11-08,2026-06-30
S00459,C00419,P2,partner,monthly,2025-06-01,4,active,2025-06-01,2026-06-30
S00460,C00420,P2,partner,annual,2026-05-06,12,active,2026-05-06,2026-06-30
S00461,C00421,P3,partner,monthly,2025-12-13,5,active,2025-12-13,2026-06-30
S00462,C00421,P3,partner,monthly,2026-06-24,23,active,2026-06-24,2026-06-30
S00463,C00422,P1,partner,annual,2024-09-24,12,active,2024-09-24,2026-06-30
S00464,C00423,DIRECT,direct,annual,2025-09-16,269,active,2025-09-16,2026-06-30
S00465,C00423,DIRECT,direct,annual,2026-04-11,229,active,2026-04-11,2026-06-30
S00466,C00424,P1,partner,annual,2026-03-10,17,active,2026-03-10,2026-06-30
S00467,C00425,P2,partner,annual,2026-02-21,14,active,2026-02-21,2026-06-30
S00468,C00425,P2,partner,monthly,2026-03-27,5,active,2026-03-27,2026-06-30
S00469,C00426,P1,partner,monthly,2026-05-23,18,active,2026-05-23,2026-06-30
S00470,C00427,P2,partner,monthly,2025-03-05,4,active,2025-03-05,2026-06-30
S00471,C00428,P1,partner,monthly,2026-05-19,7,active,2026-05-19,2026-06-30
S00472,C00428,P1,partner,annual,2026-06-29,19,active,2026-06-29,2026-06-30
S00473,C00429,P1,partner,monthly,2026-03-28,2,active,2026-03-28,2026-06-30
S00474,C00430,P1,partner,annual,2025-05-30,6,active,2025-05-30,2026-06-30
S00475,C00431,P2,partner,annual,2024-09-14,36,active,2024-09-14,2026-06-30
S00476,C00432,P2,partner,annual,2025-12-05,19,active,2025-12-05,2026-06-30
S00477,C00432,P2,partner,monthly,2026-06-20,12,active,2026-06-20,2026-06-30
S00478,C00433,P3,partner,annual,2025-10-08,2,active,2025-10-08,2026-06-30
S00479,C00434,P1,partner,annual,2025-08-01,26,active,2025-08-01,2026-06-30
S00480,C00435,P2,partner,monthly,2025-10-06,49,active,2025-10-06,2026-06-30
S00481,C00436,P1,partner,monthly,2025-01-18,3,active,2025-01-18,2026-06-30
S00482,C00437,P3,partner,annual,2025-10-28,16,active,2025-10-28,2026-06-30
S00483,C00438,P1,partner,monthly,2025-05-24,21,active,2025-05-24,2026-06-30
S00484,C00439,P1,partner,annual,2024-11-04,0,cancelled,2026-04-15,2026-06-30
S00485,C00440,P2,partner,monthly,2024-08-17,13,active,2024-08-17,2026-06-30
S00486,C00441,P2,partner,annual,2024-10-07,4,active,2024-10-07,2026-06-30
S00487,C00441,P2,partner,monthly,2026-02-19,13,active,2026-02-19,2026-06-30
S00488,C00442,P2,partner,monthly,2024-09-11,4,active,2024-09-11,2026-06-30
S00489,C00443,P1,partner,annual,2025-08-05,0,cancelled,2025-12-19,2026-06-30
S00490,C00444,P1,partner,monthly,2024-08-16,1,active,2024-08-16,2026-06-30
S00491,C00445,P1,partner,monthly,2026-01-17,6,active,2026-01-17,2026-06-30
S00492,C00446,P3,partner,monthly,2025-02-01,4,active,2025-02-01,2026-06-30
S00493,C00446,P3,partner,monthly,2025-07-12,2,active,2025-07-12,2026-06-30
S00494,C00447,P3,partner,annual,2025-02-02,11,active,2025-02-02,2026-06-30
S00495,C00447,P3,partner,annual,2026-03-30,7,active,2026-03-30,2026-06-30
S00496,C00448,P1,partner,annual,2025-03-21,8,active,2025-03-21,2026-06-30
S00497,C00448,P1,partner,monthly,2026-03-16,1,active,2026-03-16,2026-06-30
S00498,C00449,P3,partner,annual,2025-10-31,18,active,2025-10-31,2026-06-30
S00499,C00450,P3,partner,annual,2025-10-05,12,active,2025-10-05,2026-06-30
S00500,C00451,P1,partner,annual,2025-01-03,3,active,2025-01-03,2026-06-30
S00501,C00452,P1,partner,annual,2025-03-18,15,active,2025-03-18,2026-06-30
S00502,C00453,P1,partner,annual,2025-06-22,19,active,2025-06-22,2026-06-30
S00503,C00454,P2,partner,monthly,2024-11-10,4,active,2024-11-10,2026-06-30
S00504,C00455,P3,partner,annual,2026-05-20,16,active,2026-05-20,2026-06-30
S00505,C00456,P3,partner,annual,2025-09-02,4,active,2025-09-02,2026-06-30
S00506,C00457,P3,partner,annual,2026-04-29,29,active,2026-04-29,2026-06-30
S00507,C00458,P2,partner,annual,2026-03-16,8,active,2026-03-16,2026-06-30
S00508,C00459,P1,partner,monthly,2024-12-04,4,active,2024-12-04,2026-06-30
S00509,C00460,P1,partner,annual,2025-02-03,3,active,2025-02-03,2026-06-30
S00510,C00461,P3,partner,monthly,2026-01-13,1,active,2026-01-13,2026-06-30
S00511,C00462,P1,partner,annual,2025-01-13,10,active,2025-01-13,2026-06-30
S00512,C00463,P1,partner,annual,2026-04-21,3,active,2026-04-21,2026-06-30
S00513,C00464,DIRECT,direct,monthly,2024-09-06,239,active,2024-09-06,2026-06-30
S00514,C00465,P1,partner,annual,2026-06-17,5,active,2026-06-17,2026-06-30
S00515,C00466,P1,partner,annual,2025-03-30,2,active,2025-03-30,2026-06-30
S00516,C00467,DIRECT,direct,annual,2026-02-21,350,active,2026-02-21,2026-06-30
S00517,C00468,P2,partner,monthly,2025-12-06,25,active,2025-12-06,2026-06-30
S00518,C00469,P1,partner,annual,2026-01-25,2,active,2026-01-25,2026-06-30
S00519,C00470,P1,partner,annual,2025-04-04,45,active,2025-04-04,2026-06-30
S00520,C00470,P1,partner,annual,2026-05-18,15,active,2026-05-18,2026-06-30
S00521,C00471,P2,partner,monthly,2025-02-20,14,active,2025-02-20,2026-06-30
S00522,C00472,P1,partner,annual,2025-05-29,2,active,2025-05-29,2026-06-30
S00523,C00473,P2,partner,monthly,2024-12-20,1,active,2024-12-20,2026-06-30
S00524,C00474,P1,partner,annual,2024-07-24,0,cancelled,2026-04-04,2026-06-30
S00525,C00475,P1,partner,monthly,2025-09-21,17,active,2025-09-21,2026-06-30
S00526,C00476,P2,partner,annual,2026-04-24,14,active,2026-04-24,2026-06-30
S00527,C00477,P1,partner,annual,2024-08-09,5,active,2024-08-09,2026-06-30
S00528,C00478,P1,partner,monthly,2025-03-10,7,active,2025-03-10,2026-06-30
S00529,C00479,P3,partner,annual,2025-09-23,8,active,2025-09-23,2026-06-30
S00530,C00480,P1,partner,annual,2025-04-24,8,active,2025-04-24,2026-06-30
S00531,C00481,P3,partner,monthly,2025-12-23,4,active,2025-12-23,2026-06-30
S00532,C00482,P3,partner,annual,2024-08-15,10,active,2024-08-15,2026-06-30
S00533,C00483,P1,partner,annual,2024-12-23,1,active,2024-12-23,2026-06-30
S00534,C00484,P1,partner,annual,2025-10-17,6,active,2025-10-17,2026-06-30
S00535,C00485,P2,partner,annual,2025-01-23,3,active,2025-01-23,2026-06-30
S00536,C00486,P2,partner,monthly,2025-12-06,4,active,2025-12-06,2026-06-30
S00537,C00487,P3,partner,annual,2026-03-10,10,active,2026-03-10,2026-06-30
S00538,C00488,P2,partner,annual,2026-02-18,16,active,2026-02-18,2026-06-30
S00539,C00489,P1,partner,annual,2025-04-06,17,active,2025-04-06,2026-06-30
S00540,C00490,P1,partner,monthly,2025-06-06,10,active,2025-06-06,2026-06-30
S00541,C00491,DIRECT,direct,annual,2024-08-27,334,active,2024-08-27,2026-06-30
S00542,C00492,P1,partner,annual,2026-03-02,23,active,2026-03-02,2026-06-30
S00543,C00493,P1,partner,annual,2025-11-21,3,active,2025-11-21,2026-06-30
S00544,C00494,DIRECT,direct,annual,2025-03-20,195,active,2025-03-20,2026-06-30
S00545,C00495,P2,partner,monthly,2025-02-15,5,active,2025-02-15,2026-06-30
S00546,C00496,P3,partner,monthly,2026-03-09,8,active,2026-03-09,2026-06-30
S00547,C00497,P1,partner,monthly,2025-09-02,2,active,2025-09-02,2026-06-30
S00548,C00498,P3,partner,annual,2024-12-27,39,active,2024-12-27,2026-06-30
S00549,C00498,P3,partner,annual,2025-10-24,1,active,2025-10-24,2026-06-30
S00550,C00499,P3,partner,annual,2025-03-17,0,cancelled,2025-05-12,2026-06-30
S00551,C00500,P2,partner,monthly,2024-07-22,16,active,2024-07-22,2026-06-30
S00552,C00501,P1,partner,monthly,2024-10-30,6,active,2024-10-30,2026-06-30
S00553,C00502,P1,partner,annual,2026-05-04,3,active,2026-05-04,2026-06-30
S00554,C00502,P1,partner,annual,2026-06-23,3,active,2026-06-23,2026-06-30
S00555,C00503,P1,partner,annual,2025-04-20,69,active,2025-04-20,2026-06-30
S00556,C00504,P1,partner,monthly,2025-05-04,2,active,2025-05-04,2026-06-30
S00557,C00505,P2,partner,annual,2025-07-06,6,active,2025-07-06,2026-06-30
S00558,C00506,P2,partner,annual,2026-04-19,65,active,2026-04-19,2026-06-30
S00559,C00507,P1,partner,monthly,2024-12-19,6,active,2024-12-19,2026-06-30
S00560,C00508,P2,partner,annual,2024-11-20,8,active,2024-11-20,2026-06-30
S00561,C00509,P3,partner,monthly,2025-05-09,0,cancelled,2026-06-04,2026-06-30
S00562,C00510,P3,partner,monthly,2025-10-18,1,active,2025-10-18,2026-06-30
S00563,C00511,DIRECT,direct,annual,2026-06-09,308,active,2026-06-09,2026-06-30
S00564,C00512,P3,partner,monthly,2025-08-11,92,active,2025-08-11,2026-06-30
S00565,C00513,P1,partner,annual,2026-02-28,14,active,2026-02-28,2026-06-30
S00566,C00514,P2,partner,monthly,2025-09-13,2,active,2025-09-13,2026-06-30
S00567,C00515,P2,partner,annual,2026-02-24,1,active,2026-02-24,2026-06-30
S00568,C00516,P1,partner,annual,2024-10-11,4,active,2024-10-11,2026-06-30
S00569,C00517,P2,partner,annual,2024-12-01,38,active,2024-12-01,2026-06-30
S00570,C00518,P1,partner,monthly,2025-11-18,20,active,2025-11-18,2026-06-30
S00571,C00519,P1,partner,monthly,2026-02-08,10,active,2026-02-08,2026-06-30
S00572,C00520,P3,partner,annual,2025-07-11,10,active,2025-07-11,2026-06-30
S00573,C00521,P2,partner,annual,2026-03-28,0,cancelled,2026-03-29,2026-06-30
S00574,C00522,P1,partner,annual,2025-06-06,3,active,2025-06-06,2026-06-30
S00575,C00523,P2,partner,monthly,2025-02-15,5,active,2025-02-15,2026-06-30
S00576,C00524,P3,partner,monthly,2024-11-02,0,cancelled,2024-11-10,2026-06-30
S00577,C00525,P2,partner,annual,2025-08-12,7,active,2025-08-12,2026-06-30
S00578,C00526,P2,partner,monthly,2025-08-13,0,cancelled,2025-08-14,2026-06-30
S00579,C00527,P2,partner,annual,2026-03-11,3,active,2026-03-11,2026-06-30
S00580,C00527,P2,partner,monthly,2026-06-20,6,active,2026-06-20,2026-06-30
S00581,C00528,P2,partner,monthly,2025-06-23,2,active,2025-06-23,2026-06-30
S00582,C00529,P2,partner,annual,2026-05-15,9,active,2026-05-15,2026-06-30
S00583,C00530,P1,partner,monthly,2025-03-24,8,active,2025-03-24,2026-06-30
S00584,C00531,P1,partner,monthly,2026-05-26,5,active,2026-05-26,2026-06-30
S00585,C00532,P1,partner,annual,2026-01-25,8,active,2026-01-25,2026-06-30
S00586,C00532,P1,partner,monthly,2026-03-15,0,cancelled,2026-05-02,2026-06-30
S00587,C00533,P2,partner,annual,2024-07-21,0,cancelled,2024-08-03,2026-06-30
S00588,C00534,P1,partner,annual,2026-01-19,1,active,2026-01-19,2026-06-30
S00589,C00535,P1,partner,annual,2025-05-06,0,cancelled,2025-11-29,2026-06-30
S00590,C00536,P1,partner,monthly,2025-12-28,5,active,2025-12-28,2026-06-30
S00591,C00537,P2,partner,annual,2025-03-11,2,active,2025-03-11,2026-06-30
S00592,C00538,P3,partner,annual,2025-03-29,9,active,2025-03-29,2026-06-30
S00593,C00539,P1,partner,annual,2025-02-21,17,active,2025-02-21,2026-06-30
S00594,C00540,P2,partner,annual,2026-01-01,9,active,2026-01-01,2026-06-30
S00595,C00541,P2,partner,annual,2025-01-20,0,cancelled,2026-05-21,2026-06-30
S00596,C00542,P1,partner,annual,2025-01-21,8,active,2025-01-21,2026-06-30
